,ort,plz,vorwahl
12125,Weissach,71287,07152
12126,Weissach im Tal,71554,07191
12127,Weißbach,74679,07947
12128,Weißbach,7646,07245
12129,Weißdorf,95237,09251
12130,Weißenberg - Wóspork,2627,Error
12131,Weißenborn,37299,05659
12132,Weißenborn,7639,Error
12133,Weißenborn/Erzgebirge,9600,Error
12134,Weißenbrunn,96369,09261
12135,Weißenburg i. Bay.,91781,09142
12136,Weißendorf,7950,Error
12137,Weißenfels,6667,06872
12138,Weißenfels,6688,06381
12139,Weißenhorn,89264,07309
12140,Weißenohe,91367,09192
12141,Weißensberg,88138,08388
12142,Weißensee,99631,036374
12143,Weißenstadt,95163,09253
12144,Weißenthurm,56575,02637
12145,Weißkeißel – Wuskidź,2957,05807
12146,Weißwasser/O.L. - Běła Woda,2943,05843
12147,Weisweil,79367,07646
12148,Weitefeld,57586,02743
12149,Weitendorf,19412,038483
12150,Weitenhagen,18461,038324
12151,Weitenhagen,17498,03834
12152,Weitersbach,55624,06544
12153,Weitersborn,55629,06754
12154,Weitersburg,56191,02622
12155,Weiterstadt,64331,06150
12156,Weitersweiler,67808,06357
12157,Weitnau,87480,08375
12158,Weitramsdorf,96479,09567
12159,Welcherath,53539,02692
12160,Welchweiler,66887,06381
12161,Welden,86465,08293
12162,Welgesheim,55576,06701
12163,Welkenbach,57644,02662
12164,Welle,21261,04188
12165,Wellen,54441,06581
12166,Wellendingen,78669,07426
12167,Wellheim,91809,08427
12168,Welling,56753,02654
12169,Welmbüttel,25782,04838
12170,Welschbillig,54298,06506
12171,Welschenbach,56729,02651
12172,Welschneudorf,56412,06485
12173,Welt,25836,04862
12174,Welterod,56357,06772
12175,Weltersburg,56459,02663
12176,Welver,59514,02527
12177,Welzheim,73553,07171
12178,Welzheim,73635,07183
12179,Welzheim,73642,07182
12180,Welzheim,73667,07184
12181,Welzow,3119,05126
12182,Wembach,79677,07673
12183,Wemding,86650,09092
12184,Wendeburg,38176,05302
12185,Wendelsheim,55234,06737
12186,Wendelstein,90530,09129
12187,Wenden,57482,02762
12188,Wendisch Baggendorf,18513,038334
12189,Wendisch Evern,21403,04131
12190,Wendisch Rietz,15864,033679
12191,Wendlingen am Neckar,73240,07021
12192,Wendorf,18442,038327
12193,Wendtorf,24235,04343
12194,Weng,84187,08702
12195,Wennbüttel,25767,04835
12196,Wennigsen (Deister),30974,05103
12197,Wenningstedt-Braderup (Sylt),25996,04651
12198,Wensin,23827,04559
12199,Wentorf,23898,04536
12200,Wentorf bei Hamburg,21465,040
12201,Wenzenbach,93173,09407
12202,Wenzendorf,21279,04165
12203,Wenzlow,14778,03381
12204,Werbach,97956,09349
12205,Werben,3096,05101
12206,Werben (Elbe),39539,039387
12207,Werben (Elbe),39615,039386
12208,Werda,8223,08141
12209,Werdau,8412,Error
12210,Werder,19386,038731
12211,Werder,17089,03965
12212,Werder (Havel),14542,03327
12213,Werdohl,58791,02392
12214,Werdum,26427,04971
12215,Werkhausen,57635,02686
12216,Werl,59457,02922
12217,Werlte,49757,05956
12218,Wermelskirchen,42929,02196
12219,Wermsdorf,4779,02151
12220,Wernau (Neckar),73249,07021
12221,Wernberg-Köblitz,92533,09604
12222,Wernburg,7381,Error
12223,Werne,59368,02389
12224,Werneck,97440,09722
12225,Wernersberg,76857,06345
12226,Werneuchen,16356,03338
12227,Wernigerode,38855,03943
12228,Wernigerode,38875,Error
12229,Wernigerode,38879,039455
12230,Werningshausen,99634,036376
12231,Weroth,56414,06435
12232,Werpeloh,49751,05952
12233,Werra-Suhl-Tal,99837,Error
12234,Wershofen,53520,02695
12235,Wertach,87497,08365
12236,Wertheim,97877,09342
12237,Werther,99735,036335
12238,Werther (Westf.),33824,05201
12239,Wertingen,86637,08272
12240,Wesel,46483,0281
12241,Wesel,46485,0281
12242,Wesel,46487,0281
12243,Weselberg,66919,06333
12244,Wesenberg,23858,04533
12245,Wesenberg,17255,039832
12246,Wesendorf,29392,05376
12247,Wesertal,34399,Error
12248,Wesselburen,25764,04833
12249,Wesselburener Deichhausen,25764,04833
12250,Wesselburenerkoog,25764,04833
12251,Wesseling,50389,02236
12252,Wesseln,25746,0481
12253,Weßling,82234,08153
12254,Wessobrunn,82405,08809
12255,Weste,29599,05872
12256,Westendorf,86707,08273
12257,Westendorf,87679,08344
12258,Westensee,24259,Error
12259,Westerau,23847,04534
12260,Westerborstel,25782,04838
12261,Westerburg,56457,02663
12262,Westerdeichstrich,25761,04834
12263,Westergellersen,21394,04135
12264,Westerheim,87784,08393
12265,Westerheim,72589,07333
12266,Westerhever,25881,04862
12267,Westerholt,26556,04975
12268,Westerholz,24977,04636
12269,Westerhorn,25364,04127
12270,Westerkappeln,49492,05404
12271,Westermoor,25597,04828
12272,Westerngrund,63825,06024
12273,Westernohe,56479,02664
12274,Wester-Ohrstedt,25885,04847
12275,Westerrade,23815,04553
12276,Westerrönfeld,24784,04331
12277,Westerstede,26655,04488
12278,Westerstetten,89198,07348
12279,Westertimke,27412,04283
12280,Westerwalsede,27386,04260
12281,Westgreußen,99718,036370
12282,Westhausen,73463,07363
12283,Westhausen,98663,036871
12284,Westheide,39343,039202
12285,Westheide,39345,039054
12286,Westheim,91747,09082
12287,Westheim,67368,07274
12288,Westhofen,67593,06244
12289,Westoverledingen,26810,04955
12290,Westre,25926,04666
12291,Wethau,6618,Error
12292,Wetschen,49453,05444
12293,Wettenberg,35435,0641
12294,Wetter,35083,06423
12295,Wetter (Ruhr),58300,02335
12296,Wetterzeube,6722,06233
12297,Wettin-Löbejün,6193,Error
12298,Wettlingen,54646,06527
12299,Wettringen,48493,02557
12300,Wettringen,91631,09869
12301,Wettrup,49838,05904
12302,Wettstetten,85139,08406
12303,Wetzlar,35576,06441
12304,Wetzlar,35578,06441
12305,Wetzlar,35579,06441
12306,Wetzlar,35580,06441
12307,Wetzlar,35581,06441
12308,Wetzlar,35582,06441
12309,Wetzlar,35583,06441
12310,Wetzlar,35584,06441
12311,Wetzlar,35585,06441
12312,Wetzlar,35586,06441
12313,Wewelsfleth,25599,04829
12314,Weyarn,83629,08025
12315,Weyer,56357,06772
12316,Weyerbusch,57635,02686
12317,Weyhausen,38554,05362
12318,Weyhe,28844,04203
12319,Weyher in der Pfalz,76835,06323
12320,Wichmar,7774,07807
12321,Wickede (Ruhr),58739,02922
12322,Wickenrodt,55758,06785
12323,Widdern,74259,07943
12324,Wiebelsheim,56291,06746
12325,Wieck a. Darß,18375,038233
12326,Wied,57629,02747
12327,Wiedemar,4509,Error
12328,Wieden,79695,07673
12329,Wiedenborstel,24613,04873
12330,Wiedensahl,31719,05726
12331,Wiedergeltingen,86879,08245
12332,Wiefelstede,26215,04402
12333,Wiegendorf,99510,03644
12334,Wiehl,51674,02262
12335,Wiek,18556,038391
12336,Wielen,49847,05948
12337,Wielenbach,82407,08158
12338,Wiemersdorf,24649,04192
12339,Wiemerstedt,25779,04836
12340,Wiendorf,18258,03844
12341,Wienhausen,29342,05149
12342,Wiernsheim,75446,07044
12343,Wierschem,56294,02605
12344,Wiersdorf,54636,06561
12345,Wiershop,21502,04152
12346,Wiesau,95676,09634
12347,Wiesbach,66894,06372
12348,Wiesbaden,55246,06134
12349,Wiesbaden,55252,0611
12350,Wiesbaden,65183,0611
12351,Wiesbaden,65185,0611
12352,Wiesbaden,65187,0611
12353,Wiesbaden,65189,0611
12354,Wiesbaden,65191,0611
12355,Wiesbaden,65193,0611
12356,Wiesbaden,65195,0611
12357,Wiesbaden,65197,0611
12358,Wiesbaden,65199,0611
12359,Wiesbaden,65201,0611
12360,Wiesbaden,65203,0611
12361,Wiesbaden,65205,0611
12362,Wiesbaden,65207,0611
12363,Wiesbaum,54578,06593
12364,Wiesemscheid,53534,02691
12365,Wiesen,63831,06096
12366,Wiesenau,15295,033609
12367,Wiesenaue,14662,033235
12368,Wiesenbach,69257,06223
12369,Wiesenbach,86519,08283
12370,Wiesenbronn,97355,09325
12371,Wiesenburg/Mark,14827,033849
12372,Wiesenfeld,37308,036082
12373,Wiesenfelden,94344,09428
12374,Wiesengrund,3149,Error
12375,Wiesensteig,73349,07335
12376,Wiesent,93109,09482
12377,Wiesenthal,36466,036964
12378,Wiesenthau,91369,09199
12379,Wiesentheid,97353,09325
12380,Wiesenttal,91346,09196
12381,Wieseth,91632,09855
12382,Wiesloch,69168,06222
12383,Wiesmoor,26639,04944
12384,Wiesthal,97859,06020
12385,Wiesweiler,67744,06382
12386,Wietmarschen,49835,05946
12387,Wietze,29323,05146
12388,Wietzen,31613,04272
12389,Wietzendorf,29649,05191
12390,Wiggensbach,87487,08370
12391,Wilburgstetten,91634,09853
12392,Wildau,15745,03375
12393,Wildberg,72218,07054
12394,Wildberg,17091,039602
12395,Wildeck,36208,06626
12396,Wildenberg,93359,09444
12397,Wildenfels,8134,Error
12398,Wildeshausen,27793,04434
12399,Wildflecken,97772,09745
12400,Wildpoldsried,87499,08304
12401,Wildsteig,82409,08867
12402,Wilgartswiesen,76848,06392
12403,Wilhelmsburg,17379,039778
12404,Wilhelmsdorf,91489,09104
12405,Wilhelmsdorf,7389,Error
12406,Wilhelmsdorf,88271,07503
12407,Wilhelmsfeld,69259,06220
12408,Wilhelmshaven,26382,04421
12409,Wilhelmshaven,26384,04421
12410,Wilhelmshaven,26386,04421
12411,Wilhelmshaven,26388,04421
12412,Wilhelmshaven,26389,04421
12413,Wilhelmsthal,96352,09260
12414,Wilhermsdorf,91452,09102
12415,Wilkau-Haßlau,8112,Error
12416,Willanzheim,97348,09323
12417,Willebadessen,34439,05646
12418,Willenscharen,24616,04324
12419,Willich,47877,02154
12420,Willingen,56479,02664
12421,Willingen (Upland),34508,05632
12422,Willingshausen,34628,06697
12423,Willmars,97647,09779
12424,Willmenrod,56459,02663
12425,Willmering,93497,09971
12426,Willroth,56594,02687
12427,Willstätt,77731,07854
12428,Willwerscheid,54533,06572
12429,Wilnsdorf,57234,02739
12430,Wilsdruff,1723,039822
12431,Wilsdruff,1737,039775
12432,Wilsecker,54655,06563
12433,Wilstedt,27412,04283
12434,Wilster,25554,04823
12435,Wilsum,49849,05945
12436,Wilthen,2681,04955
12437,Wiltingen,54459,06501
12438,Wilzenberg-Hußweiler,55767,06782
12439,Wimbach,53518,02691
12440,Wimmelburg,6313,Error
12441,Wimsheim,71299,07044
12442,Wincheringen,54457,06583
12443,Windach,86949,08806
12444,Windberg,94336,09961
12445,Windbergen,25729,04859
12446,Windeby,24340,04351
12447,Windeck,51570,02292
12448,Windelsbach,91635,09867
12449,Winden,56379,02604
12450,Winden,76872,06349
12451,Winden im Elztal,79297,07685
12452,Windesheim,55452,06707
12453,Windhagen,53578,02645
12454,Windischeschenbach,92670,09681
12455,Windischleuba,4603,Error
12456,Windorf,94575,08546
12457,Windsbach,91575,09871
12458,Wingerode,37327,03605
12459,Wingst,21789,04778
12460,Winhöring,84543,08635
12461,Winkelbach,57644,02662
12462,Winkel (Eifel),54558,06573
12463,Winkelhaid,90610,09187
12464,Winkelsett,27243,04244
12465,Winklarn,92559,09676
12466,Winnemark,24398,04352
12467,Winnen,56459,02663
12468,Winnenden,71364,07195
12469,Winnerath,53520,02695
12470,Winnert,25887,04845
12471,Winnigstedt,38170,05332
12472,Winningen,56333,02606
12473,Winnweiler,67722,06302
12474,Winringen,54614,06553
12475,Winseldorf,25551,04826
12476,Winsen,24568,04191
12477,Winsen (Aller),29229,05141
12478,Winsen (Aller),29308,05146
12479,Winsen (Luhe),21423,04171
12480,Winterbach,73650,07181
12481,Winterbach,89368,09075
12482,Winterbach,55595,0671
12483,Winterbach (Pfalz),66484,06339
12484,Winterberg,59955,02981
12485,Winterborn,67822,06362
12486,Winterburg,55595,0671
12487,Winterhausen,97286,09333
12488,Winterlingen,72474,07577
12489,Winterrieden,87785,08333
12490,Winterscheid,54608,06555
12491,Wintersheim,67587,06733
12492,Winterspelt,54616,06555
12493,Winterwerb,56355,06772
12494,Wintrich,54487,06534
12495,Winzer,94577,09901
12496,Wipfeld,97537,09385
12497,Wipperfürth,51688,02267
12498,Wippingen,26892,04963
12499,Wirdum,26529,04934
12500,Wirft,53534,02691
12501,Wirfus,56814,02671
12502,Wirges,56422,02623
12503,Wirsberg,95339,09227
12504,Wirscheid,56237,02601
12505,Wirschweiler,55758,06785
12506,Wisch,24217,04344
12507,Wisch,25876,04884
12508,Wischhafen,21737,04770
12509,Wismar,23966,03841
12510,Wismar,23968,03841
12511,Wismar,23970,03841
12512,Wissen,57537,02742
12513,Wißmannsdorf,54636,Error
12514,Wistedt,21255,04180
12515,Witsum,25938,04681
12516,Wittbek,25872,04845
12517,Wittdün auf Amrum,25946,04682
12518,Wittelshofen,91749,09854
12519,Witten,58452,02302
12520,Witten,58453,02302
12521,Witten,58454,02302
12522,Witten,58455,02302
12523,Witten,58456,02302
12524,Wittenbeck,18209,038203
12525,Wittenberg,6886,Error
12526,Wittenberg,6888,Error
12527,Wittenberg,6889,Error
12528,Wittenberge,19322,03877
12529,Wittenbergen,25548,04822
12530,Wittenborn,23829,04554
12531,Wittenburg,19243,038852
12532,Wittendörp,19243,038852
12533,Wittenförden,19073,0385
12534,Wittenhagen,18510,038327
12535,Witterda,99189,036201
12536,Wittgert,56237,02601
12537,Wittibreut,84384,08574
12538,Wittichenau - Kulow,2997,Error
12539,Wittighausen,97957,09366
12540,Wittingen,29378,05836
12541,Wittingen,29379,05834
12542,Wittislingen,89426,09076
12543,Wittlich,54516,06571
12544,Wittlingen,79599,07621
12545,Wittmar,38329,05337
12546,Wittmoldt,24306,04522
12547,Wittmund,26409,04462
12548,Wittnau,79299,0761
12549,Wittorf,21357,04178
12550,Wittstock/Dosse,16909,033967
12551,Witzeeze,21514,04155
12552,Witzenhausen,37213,05542
12553,Witzenhausen,37214,05542
12554,Witzenhausen,37215,05542
12555,Witzenhausen,37216,05542
12556,Witzenhausen,37217,05545
12557,Witzenhausen,37218,05542
12558,Witzhave,22969,04104
12559,Witzin,19406,038485
12560,Witzleben,99310,03628
12561,Witzmannsberg,94104,08504
12562,Witzwort,25889,04864
12563,Wöbbelin,19288,038754
12564,Wobbenbüll,25856,04846
12565,Woggersin,17039,0395
12566,Wohlde,24899,04885
12567,Wohltorf,21521,04104
12568,Wohnste,27419,04282
12569,Wohratal,35288,06425
12570,Wöhrden,25797,04839
12571,Wokuhl-Dabelow,17237,039826
12572,Wolde,17091,039602
12573,Woldegk,17348,03964
12574,Woldert,57614,02684
12575,Wolfach,77709,07836
12576,Wolfegg,88364,07527
12577,Wolfenbüttel,38300,05331
12578,Wolfenbüttel,38302,05331
12579,Wolfenbüttel,38304,05331
12580,Wölferlingen,56244,02666
12581,Wolfersdorf,85395,08168
12582,Wölfersheim,61200,06008
12583,Wolferstadt,86709,09092
12584,Wolfertschwenden,87787,08334
12585,Wolfhagen,34466,05692
12586,Wolframs-Eschenbach,91639,09875
12587,Wolfratshausen,82515,08171
12588,Wolfsburg,38440,05363
12589,Wolfsburg,38442,05363
12590,Wolfsburg,38444,05363
12591,Wolfsburg,38446,05363
12592,Wolfsburg,38448,05363
12593,Wolfschlugen,72649,07022
12594,Wolfsegg,93195,09409
12595,Wolfsheim,55578,06732
12596,Wolfstein,67752,06304
12597,Wolgast,17438,03836
12598,Wolken,56332,02607
12599,Wolkenstein,9429,Error
12600,Wollbach,97618,09771
12601,Wollbrandshausen,37434,05528
12602,Wollershausen,37434,05528
12603,Wollin,14778,03381
12604,Wollmerath,56826,02677
12605,Wöllstadt,61206,06034
12606,Wöllstein,55597,06703
12607,Wolmersdorf,25704,04832
12608,Wölmersen,57635,02686
12609,Wolmirsleben,39435,039268
12610,Wolmirstedt,39326,039206
12611,Wolnzach,85283,08442
12612,Wolpertshausen,74549,07906
12613,Wolpertswende,88284,07502
12614,Wölpinghausen,31556,05037
12615,Wolsdorf,38379,05355
12616,Wolsfeld,54636,06561
12617,Woltersdorf,15569,033638
12618,Woltersdorf,21516,04151
12619,Woltersdorf,29497,05841
12620,Womrath,55481,Error
12621,Wonfurt,97539,09528
12622,Wonneberg,83379,08681
12623,Wonsees,96197,09504
12624,Wonsheim,55599,06701
12625,Woppenroth,55490,06765
12626,Woringen,87789,08334
12627,Worms,67547,06242
12628,Worms,67549,06242
12629,Worms,67550,06242
12630,Worms,67551,06242
12631,Wörnersberg,72299,07453
12632,Wörnitz,91637,09869
12633,Worpswede,27726,04794
12634,Wörrstadt,55286,06732
12635,Wört,73499,07962
12636,Worth,21502,04152
12637,Wörth,85457,08123
12638,Wörth a.d. Isar,84109,08702
12639,Wörth am Main,63939,09372
12640,Wörth am Rhein,76744,07277
12641,Wörth an der Donau,93086,Error
12642,Wörthsee,82237,08153
12643,Wrangelsburg,17495,038355
12644,Wrestedt,29559,05825
12645,Wriedel,29565,05829
12646,Wriezen,16269,033456
12647,Wrist,25563,04822
12648,Wrixum,25938,04681
12649,Wrohm,25799,04802
12650,Wülfershausen an der Saale,97618,09771
12651,Wülfrath,42489,02058
12652,Wulfsen,21445,04173
12653,Wulfsmoor,25563,04822
12654,Wulften am Harz,37199,05584
12655,Wulkenzin,17039,0395
12656,Wülknitz,1609,Error
12657,Wundersleben,99610,03634
12658,Wünschendorf/Elster,7570,Error
12659,Wunsiedel,95632,09232
12660,Wunstorf,31515,05031
12661,Wuppertal,42103,0202
12662,Wuppertal,42105,0202
12663,Wuppertal,42107,0202
12664,Wuppertal,42109,0202
12665,Wuppertal,42111,0202
12666,Wuppertal,42113,0202
12667,Wuppertal,42115,0202
12668,Wuppertal,42117,0202
12669,Wuppertal,42119,0202
12670,Wuppertal,42275,0202
12671,Wuppertal,42277,0202
12672,Wuppertal,42279,0202
12673,Wuppertal,42281,0202
12674,Wuppertal,42283,0202
12675,Wuppertal,42285,0202
12676,Wuppertal,42287,0202
12677,Wuppertal,42289,0202
12678,Wuppertal,42327,0202
12679,Wuppertal,42329,0202
12680,Wuppertal,42349,0202
12681,Wuppertal,42369,0202
12682,Wuppertal,42389,0202
12683,Wuppertal,42399,0202
12684,Wurmannsquick,84329,08725
12685,Wurmberg,75449,07044
12686,Wurmlingen,78573,07461
12687,Wurmsham,84189,08742
12688,Würrich,56858,Error
12689,Würselen,52146,02405
12690,Wurster Nordseeküste,27639,04742
12691,Wurzbach,7343,07361
12692,Würzburg,97070,0931
12693,Würzburg,97072,0931
12694,Würzburg,97074,0931
12695,Würzburg,97076,0931
12696,Würzburg,97078,0931
12697,Würzburg,97080,0931
12698,Würzburg,97082,0931
12699,Würzburg,97084,0931
12700,Wurzen,4808,Error
12701,Würzweiler,67808,06357
12702,Wüschheim,55471,06761
12703,Wüstenrot,71543,07130
12704,Wusterhausen/Dosse,16845,033978
12705,Wusterhausen/Dosse,16866,033971
12706,Wusterhausen/Dosse,16868,033979
12707,Wusterhusen,17509,038354
12708,Wustermark,14641,03321
12709,Wusterwitz,14789,033839
12710,Wust-Fischbeck,39524,039323
12711,Wüstheuterode,37318,036083
12712,Wustrow,18347,038226
12713,Wustrow,17255,039832
12714,Wustrow,29462,05843
12715,Wutach,79879,07709
12716,Wutha-Farnroda,99848,036921
12717,Wutöschingen,79793,07746
12718,Wyhl,79369,07642
12719,Wyk auf Föhr,25938,04681
12720,Xanten,46509,02801
12721,Zaberfeld,74374,07046
12722,Zachenberg,94239,09929
12723,Zahna-Elster,6895,Error
12724,Zaisenhausen,75059,07258
12725,Zandt,93499,09944
12726,Zangberg,84539,08636
12727,Zapel,19089,0385
12728,Zapfendorf,96199,09547
12729,Zarnewanz,18195,038205
12730,Zarpen,23619,0451
12731,Zarrendorf,18510,038327
12732,Zarrentin am Schaalsee,19246,038851
12733,Zechin,15328,033472
12734,Zedlitz,7557,Error
12735,Zehdenick,16792,03307
12736,Zehna,18276,03843
12737,Zehnhausen bei Rennerod,56477,02664
12738,Zehnhausen bei Wallmerod,56414,06435
12739,Zehrental,39615,039386
12740,Zeil am Main,97475,09524
12741,Zeilarn,84367,08572
12742,Zeiskam,67378,06347
12743,Zeithain,1619,Error
12744,Zeitlarn,93197,09402
12745,Zeitlofs,97799,09744
12746,Zeitz,6711,06236
12747,Zeitz,6712,06231
12748,Zell,93199,09468
12749,Zella-Mehlis,98544,036843
12750,Zell am Harmersbach,77736,07835
12751,Zell am Main,97299,0931
12752,Zellertal,67308,06355
12753,Zell im Fichtelgebirge,95239,09257
12754,Zell im Wiesental,79669,07625
12755,Zellingen,97225,09396
12756,Zell (Mosel),56856,06542
12757,Zell (Mosel),56858,Error
12758,Zell (Mosel),56859,06542
12759,Zell unter Aichelberg,73087,07164
12760,Zell unter Aichelberg,73119,07164
12761,Zeltingen-Rachtig,54492,06532
12762,Zeltingen-Rachtig,54539,06532
12763,Zemitz,17440,038370
12764,Zemmer,54313,06580
12765,Zempin,17459,038375
12766,Zendscheid,54655,06563
12767,Zenting,94579,09907
12768,Zepelin,18246,038461
12769,Zerbst/Anhalt,39261,03923
12770,Zerbst/Anhalt,39264,039247
12771,Zerf,54314,06587
12772,Zernien,29499,05863
12773,Zernitz-Lohm,16845,033978
12774,Zerrenthin,17309,03973
12775,Zeschdorf,15326,033604
12776,Zetel,26340,04452
12777,Zettemin,17153,039954
12778,Zettingen,56761,02653
12779,Zettlitz,9306,Error
12780,Zeulenroda-Triebes,7937,07635
12781,Zeulenroda-Triebes,7950,Error
12782,Zeuthen,15738,03375
12783,Zeven,27404,04281
12784,Zichow,16306,033331
12785,Zickhusen,19069,03867
12786,Ziegendorf,19372,038728
12787,Ziegenhain,57632,02685
12788,Ziegenrück,7924,07668
12789,Zielitz,39326,039206
12790,Ziemetshausen,86473,08284
12791,Zierenberg,34289,05606
12792,Zierow,23968,03841
12793,Ziertheim,89446,09076
12794,Zierzow,19300,038792
12795,Ziesar,14793,033830
12796,Ziesendorf,18059,0381
12797,Ziethen,16247,033361
12798,Ziethen,17390,038374
12799,Ziethen,23911,04541
12800,Zilshausen,56288,06762
12801,Ziltendorf,15295,033609
12802,Zimmern,7778,07835
12803,Zimmern ob Rottweil,78652,07420
12804,Zimmern ob Rottweil,78658,07403
12805,Zimmernsupra,99100,036206
12806,Zimmern unter der Burg,72369,07427
12807,Zimmerschied,56379,02604
12808,Zingst,18374,038232
12809,Zinnowitz,17454,038377
12810,Zirchow,17419,038378
12811,Zirkow,18528,03838
